,ProductUrl,productTitle,productPrice,averageRating,reviewTitle,reviewDescription,reviewAuthor,reviewAt,reviewLikes,reviewDislikes,certifiedBuyer,reviewerLocation,scrapedAt,uniqId
123,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Useless product,If you want better picture quality then this is not right for you. I don’t know whether I only observed this is there someone also observed but not given review. The panel of this tv is VA panel which is hidden by LG as well as Flipkart. If you see at 90 degrees then only this tv looks ok. If you deviate little bit 10 degrees away from tv you will lot of white shade entire tv looks so whitish and it is not even comparable by normal Full HD tv’s. Such a worst product. Please don’t waste your m...,Dileep  Reddy,4 months ago,60,17,True, Kadapa,20/02/2022 02:03:46,dbd4ad1b-f5ea-5401-b961-9d3002dc3ff3
124,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Worth every penny,"Good tv, go for it.",Rohit Malav,3 months ago,0,0,True, Udaipur,20/02/2022 02:03:46,b2dfcc0a-337d-5c23-8b4d-1efdd6bdf9fb
125,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Mind-blowing purchase,Excellent TV,Jitender Kumar,4 months ago,0,0,True, New Delhi,20/02/2022 02:03:46,77d5bcf3-d0e7-5b31-bbe6-f0fa65e7aa43
126,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Simply awesome,Got this tv for 31.5k during the sale. One of the best 4K tv in this price range.,vishwajit kumar,3 months ago,16,2,True, Vaishali District,20/02/2022 02:03:46,47a1aa47-7a88-59da-9fa4-15eb898390ff
127,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Terrific purchase,I just loved it. Amazing sound and picture quality.,SANDEEP CHAUDHARY,3 months ago,0,0,True, Central Delhi,20/02/2022 02:03:46,9e98e864-dbad-5c56-855f-f889456ceec2
128,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Really Nice,Very happy with this  T.V Thanks LG,Naveen kumar,4 months ago,0,0,True, Katihar,20/02/2022 02:03:46,a0cae022-22ae-5aed-9975-f8d3e3c7e609
129,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Terrific,Picture quality awesome,sanjeev Kumar,6 months ago,25,5,True, Dhanbad,20/02/2022 02:03:46,03883f2c-9bf8-5415-a449-c51cd4756ef8
130,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Classy product,Good,Raja RP,3 months ago,0,0,True, Salem,20/02/2022 02:03:46,03df12ee-f9b5-5b5a-b34b-13e702657110
131,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Must buy!,Good picture quality & good work,Bipin Bikram,4 months ago,0,0,True, Barh,20/02/2022 02:03:46,087f7e98-b7f0-529a-98cc-13403b3846cf
132,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Best in the market!,Value for money 💰,Smith Naik,6 months ago,29,8,True, Ponda,20/02/2022 02:03:46,34936a70-8892-597d-9101-f6dd53361e19
133,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Simply awesome,Good QLED Tv with in budget.,Surendra Mopada,3 months ago,0,0,True, Madhurawada,20/02/2022 02:03:46,d582d167-7d5c-504f-80f3-98819c346630
134,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Nice,Nice TV for my family,Tynorn Tynorn,4 months ago,0,0,True, Pacode,20/02/2022 02:03:46,cbfff3d5-3226-5c92-9485-0a062bf8a4c2
135,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Decent product,Good,CHANDAN KHATUA,3 months ago,5,0,True, Paschim Medinipur District,20/02/2022 02:03:46,b7e0b327-d9cf-56c2-8978-7b2580c1ecee
136,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Super!,Great TV and good delivery and installation team,Anand N,3 months ago,0,0,True, Coimbatore,20/02/2022 02:03:46,f173fdaa-dd7e-5652-bcd4-9c2d982f7044
137,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Highly recommended,Suoer product by LG,Sandeep Sanap,4 months ago,0,0,True, Pune,20/02/2022 02:03:46,f84c53f9-83bb-5361-9ba0-d8baf128eefe
138,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Just wow!,Good one no remarks everything ok,Apple  Reddy,4 months ago,4,0,True, Venkatagiri,20/02/2022 02:03:46,cb8757f7-326f-5b20-a3ab-585fcf1b6e41
139,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Worth every penny,Product is brilliant in terms of Picture and sound. great purchase.Completely satisfied.,Ganesh  Mishra,3 months ago,0,0,True, Gautam Buddha Nagar District,20/02/2022 02:03:46,2dd28b53-15c1-5912-a7c2-318dbdf5b2fd
140,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Highly recommended,Nyc,Dipendra  Singh,4 months ago,0,0,True, Dehri,20/02/2022 02:03:46,276f33ea-78a5-5d76-956f-57dc500056aa
141,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Unsatisfactory,"facing connectivity problem, happens automatically off",Sukesh B,6 months ago,4,0,True, Peddapalle,20/02/2022 02:03:46,6f269c07-8e94-5fb7-850d-08716efcea18
142,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Great product,Very Nice Video Quality. Good Sound. Good User interface. But there is Problem in sound with Bluetooth earphones. There is disruption in sound.,PARVEEN KUMAR NAIN,3 months ago,0,0,True, Jalalabad,20/02/2022 02:03:46,62984217-1e01-59fe-9700-a110acdf2ba7
143,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Nice product,"Colour production is good , motion interpolation is perfect . It is va panel for 43 inch tv viewing angle is good, not ips as  in description , sound quality is good, Contrast ratio is actually ok  and at times black looks like grey .",Sridhar jayan,6 months ago,235,64,True, Salem,20/02/2022 02:03:46,e821a582-ffcd-58b4-b4a8-82420ad86bc7
144,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Awesome,I bought this tv for my brother and this is 2021 model and tv is very good at this price point.,Abhimanyu Yadav,6 months ago,5,0,True, Ambala,20/02/2022 02:03:46,ea094cd7-a2eb-5e31-8ba8-0cf9519a6909
145,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Great product,"Top notch picture quality, and sound is really loud with good and heavy bass.",Nitish Mahulkar,3 months ago,0,0,True, Aurangabad District,20/02/2022 02:03:46,ce049727-c5ca-5ce1-a1db-59060cdfc1ab
146,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Not good,There is difference in opinion about its panel type. Whether it is VA or IPS? LG has not yet revealed about panel type. Viewing angle is not like 178 deg. Magic remote has not been provided thats why we cannot use Alexa and Google voice assistant. You have to purchase magic remote. We can give voice commands through  LG thinq app downloaded in your smart phone but voice recognition is very poor. Compatible magic remote for TV model is not available in India. Be carefull while purchasing remot...,Ganesh Pore,6 months ago,67,31,True, Pandharpur,20/02/2022 02:03:46,8b431ecd-1b21-533f-a062-28006ddc7dfc
149,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Mind-blowing purchase,Awesome Dolby vision experience with in the budget.,sairam prasad,3 months ago,0,0,True, Hyderabad,20/02/2022 02:03:46,e58cbaa5-99c8-582a-8025-9cc38d3ab8c4
150,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Awesome,"Bought in Big Billion Sale and got the tv within 7 days. Good delivery by flipkart on those busy days. Coming to LG TV, we were using LG 32 inch tv for last 5 yrs and this was an upgrade. TV is quite nice. WebOS is functional. Easy to use. This does not have a magic remote but I don't think we need that as it have LG thinq app which does it better than remote. Video quality is great as expected. Sound quality is more than what we expected. It's ability to pair with Bluetooth speakers and t...",Anantha Krishnan,3 months ago,21,10,True, Thiruvananthapuram,20/02/2022 02:03:46,b6ad2f64-03e0-59ad-8ae7-eba962f58fba
151,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Pretty good,Blindly go for it.,Rakesh kumar Mahal,4 months ago,0,0,True, Rourkela,20/02/2022 02:03:46,255c9147-396a-531b-9e70-5249698230ad
152,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Terrific purchase,Picture quality and sound output is vry nice.. tq Flipkart,Sankar Mahesh,4 months ago,4,0,True, Bidar,20/02/2022 02:03:46,92011ecd-c528-5c16-8162-9dc05d2ecbe5
153,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Classy product,"Using it for over 7 days. It has amazing picture quality, sound is good thanks to AI mode, low boot up time, connectivity with Bluetooth and WiFi works great, supports all famous OTT apps and best part is it’s support to IPhone. Just go for it! Thanks to flipkart for delivery in one day and installation done on same day.",Rohit Katariya,6 months ago,92,57,True, Navi Mumbai,20/02/2022 02:03:47,04c15b4a-2611-542a-8615-3b9d09dde5aa
154,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Simply awesome,Superb,Mohit Andley,4 months ago,0,0,True, Lucknow,20/02/2022 02:03:47,0ce64fb8-9ad6-5fff-97f3-538bc44191c8
155,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Delightful,Quick delivery and installation picture clarity is good value for money worth product thank you Flipkart,Manikandan periyasamy,6 months ago,43,12,True, Tirupathur District,20/02/2022 02:03:47,a3fa2a74-b403-5d37-846c-d7af3d1801ab
156,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Wonderful,Very nice tv good,Vijay Krishna Reddy,4 months ago,0,0,True, Rangareddy District,20/02/2022 02:03:47,e0ff82d9-b859-548f-b688-2abd2c1b19a5
157,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Best in the market!,Its a mind blowing purchase. This is my fourth LG tv two are crts and it is now working in my brothers houses and the third was 32 inch smart fhd brought in 2013 and now sill in working confition. i reccoment LG tvs for durability and picture clarity. And also sound .The web OS is very userfriendly and in this 2021 model Filmmaker mode is awesome experiance. All ott platform are available and totally nice productPros Awesome picture clarityGood sound outputWeb OS is very good workingiPh...,Sunil Vrindavan,5 months ago,13,4,True,ertified Buyer,20/02/2022 02:03:47,923f85d3-63a5-5004-a92c-f760eaa5ac7a
158,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Worth every penny,Best TV in this price range. I've also purchased 1 Samsung Crystal Pro. Both are great TVs in this price range. Buy the one you're getting for lesser price,Kunwar Setia,4 months ago,0,0,True, Gurugram,20/02/2022 02:03:47,2f34af55-b27d-5474-bddd-08923f1e27e3
159,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Pretty good,Real vallue for money considering the various features and hi end software support like eArc etc within the given price point. What's missing is the magic remote which I believe should have been provided.  No mention by LG about panel type ( IPS or VA ) but over all I'm satisfied with my purchase.,mohan hari,5 months ago,11,0,True,ertified Buyer,20/02/2022 02:03:47,dec60c72-cebc-56c4-be6f-f628a512ebf8
160,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Wonderful,Excellent picture quality. Both flip kart & LG are providing timely amazing servicesOnly issue is remote. To enjoy the alexa function & for smart usage we need to buy a separate remote...,Thiruchelvan,4 months ago,0,0,True, Puducherry,20/02/2022 02:03:47,19cf956b-6518-51ff-9c7f-bec2a90b52ca
161,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Great product,"Magic remote should have been given in the Box Instead of basic remote,  LG should have installed android Instead  of web os , aslo connectivity with my Sony home theatre is not good through ARC, sometimes I need to restart both the home theatre and tv for detection,55 inch has IPS panel and it's best, 43 and 50 inch have VA panel (confirmed from LG service center) got 55inch at unbelievable price 44 k during big billion daysAfter one month of usage I can say display is best ,my opinion is...",NEERAJ  BANCHHOR,4 months ago,9,0,True, Sundargarh,20/02/2022 02:03:47,9505a42f-587f-59d2-a8c1-17c64f4c8793
162,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Fabulous!,Amazing tv,Shekhar Thakur,4 months ago,0,0,True, Aligarh,20/02/2022 02:03:47,7df43132-1b68-5411-864d-2c7f391d7591
163,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Decent product,"Display quality is not good as expected. No magic remote, so without Magic remote no use of Alexa. Side viewing angle is not too good. Sound quality is very good.",Hardik Jain,4 months ago,3,0,True, Ahmedabad,20/02/2022 02:03:47,ad0c2075-2e7d-5910-974f-c600d1f12c6f
164,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Terrific purchase,"Don't think twice. Go for it. It's the best tv in this price range. After one month of usage, I am happy with my decision.",Avinash Mallick,4 months ago,0,0,True,ertified Buyer,20/02/2022 02:03:47,fb07d040-9cc8-570f-ae28-56e0678fb1b2
165,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Good choice,"Pros:- 1. Best value for money if u cannot offer Sony u can blindly go for this.2. Almost equal to natural colurs where as in Samsung it is warm colur.3. Good contrast ratio less then Samsung but still not too worst. 4. Sound is superb for a medium size room.Cons:-1. The panel used is not IPS, compromised viewing angle.2. Without magic remote TV is dumb or kindly install LG application where u can use same magic remote.Overall installation and delivery experience was good",Abhishek  N,4 months ago,17,8,True, Bengaluru,20/02/2022 02:03:47,420d4bbc-32b0-5b04-a897-363605e4f3e7
166,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Wonderful,I like Lg Tv thank you flipkart,Shaik Hussain,4 months ago,0,0,True, Tadpatri,20/02/2022 02:03:47,6ce7cc91-be93-5da7-9aba-fdb7b97f38ff
167,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Delightful,Good,Jami  Rajesh,5 months ago,0,0,True, Peddapuram,20/02/2022 02:03:47,10a9ecd7-022f-50bc-8b94-155a11223217
168,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Value-for-money,Good deal on flipkart.,Amit Mohan Nikam,1 month ago,0,0,True, Khopoli,20/02/2022 02:03:47,2e6c16d7-4ced-5c6f-baa7-1c6f71a66a62
169,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Must buy!,Worth the money,Deepjyothy Laobangdisa,1 month ago,0,0,True, Guwahati,20/02/2022 02:03:47,400b1447-8c94-59a6-81f1-7e056219db73
170,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Mind-blowing purchase,"Very good TV & quick installation,very good service",D murali krushna Rao,1 month ago,0,0,True, Guwahati,20/02/2022 02:03:47,7cbadcd6-42c0-576d-ae59-2cd7e8ac8938
171,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Just wow!,Posting Review after 3 months of Use.(not used for gaming)PROS-1. Great picture and sound quality.2. Not that heavy so it's easy to mount on wall.3. Installation process done promptly.CONS- WebOS is not as good as android TV. It is slow too.,Rahul Thorat,1 month ago,0,0,True, Ghaziabad,20/02/2022 02:03:47,d0561ab5-dbf5-53cd-80e5-8d7f3f8d6fc4
172,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Good,Ok TV,Chandan Gaur,1 month ago,0,0,True, Jaipur,20/02/2022 02:03:47,2a0d5e0f-0ff7-593b-a258-026a0ef806c1
174,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Highly recommended,LG is always a Good product.So won again...Wishing them for continuing the same...Good Luck...,Janarthanan Balasubramaniam,1 month ago,0,0,True, Rasipuram,20/02/2022 02:03:47,5fdd4454-86f4-5a93-b417-b1ac7bbdcd87
175,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Great product,"Very nice product in low prices with good looking and good quality i am very happy and picture quality is perfect, but other aap will be not installed",harish barve,1 month ago,0,0,True, Vidisha,20/02/2022 02:03:47,ceb5d1b6-c4a7-50e4-8cc9-03d64ce13112
177,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Wonderful,Excellent product reasonable price I am planning to buy another one,Mubeen  Taj,1 month ago,0,0,True, Krishnagiri,20/02/2022 02:03:47,90767b88-1e26-5870-afa0-05d791ee9fe5
178,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Terrific purchase,Love it,Randeep Singh,9 days ago,0,0,True, Aligarh District,20/02/2022 02:03:47,0ddde957-ec00-5718-95e7-a3b92fbb2b44
179,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Classy product,Good,HYDER  MOHD ,9 days ago,0,0,True, Hyderabad,20/02/2022 02:03:47,6ca58670-8dfd-56ac-864a-73302cf797c8
182,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Perfect product!,Nice product...,Shebin Sam,11 days ago,0,0,True, Pathanamthitta District,20/02/2022 02:03:47,5c141de8-654c-5eda-ab8e-1ea24bcb8d60
183,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Nice product,Good enough to buy... Installation and delivery process is buttery smoothSame day installed....,Subhra Nath  Bhowmick,11 days ago,0,0,True, Naldanga,20/02/2022 02:03:47,1e922652-6b33-5a74-9236-c2dc0edc5b54
187,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Very poor,"I'm writing this review after 2days of usage. All good but except two things,1. Installation not done properly. 2. Picture quality excellent from front, but if we see slightly from side picture looks completely washed out and whitish. Not expected from a brand like LG",Karthik Kumar,18 days ago,0,0,True, Bellary,20/02/2022 02:03:48,56e887e1-b7bb-5ee9-8423-0050fef43f3d
188,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Worth the money,Good product. Value for money. Must buy.,Partha Mukherjee,3 months ago,0,0,True, Puruliya,20/02/2022 02:03:48,28ac265f-47d4-5cbf-875c-95e76404aa27
191,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Classy product,Good,Veerababu Koppula,19 days ago,0,0,True, Bhadrachalam,20/02/2022 02:03:48,6b642447-8963-5514-866a-1be4248eacc7
192,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Mind-blowing purchase,Good product,Binod Kumar,3 months ago,0,0,True, Ranchi,20/02/2022 02:03:48,bb3aaba0-f834-5f87-be0a-42abd9b1b5db
193,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Very Good,Nice 👍 Product,Nikhil Kumar,3 months ago,0,0,True, Barsana,20/02/2022 02:03:48,8a59c482-6bd3-5cec-a322-ac1007f8fd70
194,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Worth the money,Lg ips display always good,harveer singh,3 months ago,0,0,True, Bharatpur,20/02/2022 02:03:48,1ce1e06d-3598-5699-9aa8-e92e721f436b
196,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Great product,"Picture, sound, connectivity all are excellent... I book on 12th OCTOBER and delivered at 31st October 2021",Arvind Kumar,3 months ago,0,0,True, Rehla,20/02/2022 02:03:48,f7817d4e-f669-5fc2-8783-e4b205fbfb66
197,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Nice product,Got it for 35500.....Good Tv in this price range..!,Sourabh Choudhary,6 months ago,2,2,True, Dewas,20/02/2022 02:03:48,ded5d3b7-80e2-50e8-9995-2ce816afbd9a
